num_bed,year_built,longitude,latitude,num_room,num_bath,living_area,property_type,num_parking,accessible_buildings,family_quality,art_expos,emergency_shelters,emergency_water,Facilities,fire_stations,Cultural,Monuments,police_stations,Vacant,Free_Parking,askprice
2,1988,-73.58718903,45.60530365,5,1,88.74,9,1,5,138,96,25,188,106,27,51,26,17,10,42,254900
3,2008,-73.6083851,45.4252262,6,2,109.35,9,1,3,69,147,21,128,56,19,34,16,9,23,19,339000
1,2009,-73.5885534,45.5696993,6,1,65.03,9,1,6,158,197,29,225,215,38,65,42,19,43,51,207500
2,2011,-73.5947564,45.4619325,5,1,95.32,9,1,5,117,225,29,204,216,30,57,33,18,43,39,252700
2,1991,-73.547744,45.463205,5,1,89.09,9,1,4,89,181,17,150,216,24,48,29,13,43,37,299000
2,2000,-73.572379,45.4946089,5,2,107.3,9,1,5,145,218,27,229,216,38,64,42,21,43,51,549000
2,1984,-73.5534963,45.5730785,5,1,92.9,9,1,6,145,185,27,193,215,32,60,35,18,43,50,265000
1,2008,-73.65288,45.500091,4,1,64.47,9,1,6,131,201,31,241,107,36,60,26,21,29,42,219000
1,2012,-73.55185747,45.57148467,3,1,58.16,9,1,6,145,185,27,194,215,32,60,36,18,43,50,295000
2,1981,-73.54310274,45.45885885,8,2,95.41,9,1,4,80,175,14,132,216,23,45,26,12,43,28,280000
2,1914,-73.57688185,45.52703401,4,1,106.84,9,1,4,175,212,32,260,216,40,71,42,22,43,53,479000
2,2009,-73.5449012,45.5524422,5,1,92.07,9,1,7,137,192,26,189,216,34,53,40,18,43,50,286500
2,2011,-73.6051331,45.5395403,4,1,94.48,9,1,5,181,216,36,281,216,42,71,44,24,43,52,349900
1,2011,-73.5938713,45.4747956,3,1,69.03,9,1,5,128,222,29,225,216,36,65,42,18,43,42,264999
2,2003,-73.569653,45.4920588,5,1,87.33,9,1,5,140,214,27,221,216,37,63,41,18,43,50,385000
3,1988,-73.5633531,45.5504183,5,2,98.48,9,1,6,163,207,32,232,216,39,65,42,21,43,51,402900
2,2005,-73.561664,45.595528,7,1,113.99,9,1,5,140,136,26,190,179,28,55,33,17,23,43,359500
2,2004,-73.59545495,45.53414726,5,1,73.21,9,1,5,185,222,36,287,216,43,75,44,23,43,53,282400
2,1983,-73.5815787,45.487494,5,1,82.68,9,1,5,135,216,28,232,216,37,63,42,18,43,46,325000
2,1987,-73.539902,45.46646,5,1,96.43,9,1,5,83,184,15,137,216,22,49,31,11,43,35,339000
1,1995,-73.5561887,45.51533626,6,1,83.8,9,1,4,163,210,29,227,216,36,68,41,20,43,52,349000
1,1998,-73.5726109,45.4477747,5,1,87.33,9,1,4,90,178,20,156,216,24,46,27,15,43,34,289500
3,2001,-73.586707,45.5209469,5,2,117.06,9,1,5,177,219,33,273,216,43,73,44,23,43,53,490000
2,2008,-73.53497116,45.59083134,5,1,102.84,9,1,5,124,130,23,164,182,24,50,28,14,25,29,259000
2,1988,-73.54949457,45.46215408,6,1,95.23,9,1,4,91,180,18,152,216,24,47,28,13,43,37,329000
3,1937,-73.6301102,45.4724847,7,1,126.35,9,1,5,125,227,31,230,179,34,60,32,20,38,40,510000
2,2007,-73.54937054,45.52683062,4,1,91.4,9,1,5,156,208,29,221,216,35,65,41,18,43,52,284500
3,2002,-73.6123706,45.5238776,7,2,133.9,9,1,5,175,225,36,297,216,43,76,44,24,43,53,485000
1,2010,-73.6305143,45.5920596,4,1,60.94,9,1,4,124,80,23,182,10,27,41,22,16,2,43,159500
2,2012,-73.5505152,45.5133341,6,1,120.96,9,1,4,152,208,27,211,216,35,67,41,20,43,52,669000
2,2010,-73.5961252,45.5324948,4,1,88.16,9,1,5,183,221,35,286,216,44,73,44,23,43,53,435000
4,1992,-73.6090339,45.4335195,6,2,153.29,9,1,3,76,168,21,144,86,22,41,20,13,32,27,379000
1,1994,-73.55016357,45.46414246,4,1,76.65,9,1,4,97,184,18,156,216,24,48,31,15,43,38,329000
3,2006,-73.5429842,45.5461294,5,1,107.77,9,1,6,137,196,25,187,216,32,57,40,18,43,50,335000
2,2008,-73.6076008,45.529807,6,3,130.99,6,1,5,177,223,37,295,216,43,76,44,25,43,53,549000
1,1994,-73.5609812,45.5942043,3,1,62.62,9,1,5,141,161,27,190,181,28,55,33,17,27,43,178000
4,2006,-73.6238678,45.5107888,7,2,170.01,9,2,6,170,244,37,298,210,42,78,45,23,43,55,658800
2,1987,-73.5535194,45.5740621,5,1,89.84,9,1,6,143,185,27,192,215,32,58,35,18,43,50,275000
2,2001,-73.5653027,45.5477842,5,1,104.33,9,1,6,166,209,32,238,216,40,66,42,21,43,52,410000
1,2009,-73.6111225,45.5316878,2,2,92.9,9,1,5,178,220,37,290,216,44,75,44,25,43,53,389900
2,1995,-73.5622015,45.4617385,4,1,109.25,9,1,4,106,190,21,170,216,30,53,31,15,43,39,429000
2,2010,-73.5352092,45.6133457,4,1,90.12,9,1,4,110,52,23,136,68,21,35,12,10,7,19,224500
2,2008,-73.5762766,45.45622,5,1,95.04,9,1,4,105,200,23,177,216,31,51,32,16,43,39,289900
2,1989,-73.5475387,45.5578887,7,1,93.65,9,1,7,141,193,26,196,216,33,58,41,19,43,50,325000
2,2003,-73.6520209,45.5580028,5,1,85.01,9,1,3,116,121,23,207,16,28,47,24,17,7,45,319900
2,2012,-73.5401277,45.4689111,5,2,115.66,9,1,5,89,191,17,139,216,23,52,35,11,43,38,545000
2,2002,-73.5505152,45.5133341,5,1,95.97,9,1,4,152,208,27,211,216,35,67,41,20,43,52,399000
2,1990,-73.6187103,45.5491335,5,1,72.84,9,1,5,174,207,33,267,209,43,72,43,25,43,52,229500
2,2009,-73.5346531,45.5913801,4,1,92.9,9,1,5,124,130,23,164,182,24,50,28,14,24,29,225000
2,2010,-73.619827,45.5367974,4,1,77.11,9,1,5,175,210,38,280,210,44,72,43,24,43,52,369000
1,2002,-73.5631893,45.5045325,3,1,73.77,9,1,4,147,211,28,224,216,34,63,41,19,43,52,269500
2,2012,-73.5839291,45.4801258,5,2,86.12,9,1,5,135,214,29,226,216,36,65,41,18,43,45,399000
1,2003,-73.5668425,45.5452926,3,1,79.9,9,1,6,169,210,32,242,216,41,68,42,22,43,52,269500
2,2012,-73.5497638,45.5371737,5,1,69.21,9,1,5,152,208,28,215,216,35,64,41,18,43,51,265000
2,2011,-73.6738786,45.5062795,6,1,91.6,9,1,5,93,143,23,179,18,29,40,18,14,7,30,299900
1,2008,-73.5866254,45.5365092,3,1,63.55,9,15,5,182,219,34,279,216,44,75,44,22,43,53,279000
2,2006,-73.5318495,45.5869935,7,1,95.32,9,1,5,122,131,23,161,186,24,49,28,14,26,32,259900
2,2005,-73.5788009,45.5605252,4,1,89.65,9,1,6,164,205,30,231,216,40,68,44,20,43,51,308000
1,1995,-73.5559214,45.5153749,3,1,57.6,9,1,4,164,210,29,227,216,36,68,41,20,43,52,245999
2,1908,-73.5939282,45.5180405,5,1,89.1,9,1,5,174,223,34,285,216,43,74,44,22,43,53,429000
2,2006,-73.6069657,45.5368839,5,1,78.6,9,1,5,180,219,37,282,216,43,73,44,25,43,53,323888
2,2009,-73.6503913,45.5001025,4,1,77.5,9,1,5,134,207,32,247,120,36,62,27,21,33,42,274500
2,2005,-73.53267065,45.58759247,6,1,88.26,9,1,5,124,131,23,164,185,24,50,28,14,26,31,241000
2,2010,-73.652128,45.4987453,5,1,79.5,9,1,6,131,201,31,240,109,35,60,26,21,31,42,278000
2,2002,-73.566599,45.54573653,5,1,79.9,9,1,6,169,210,32,241,216,41,68,42,22,43,52,278500
3,1988,-73.5628288,45.5492212,8,1,98.85,9,1,6,165,208,32,233,216,39,66,42,21,43,51,360000
2,2009,-73.66134,45.5532224,4,1,81.75,9,1,5,106,98,22,197,11,28,42,14,17,1,42,299000
2,2006,-73.568731,45.5752472,5,1,94.95,9,1,7,143,187,27,204,216,37,58,38,20,43,51,254000
3,2003,-73.6235718,45.5340174,6,1,104.98,9,1,5,170,211,36,279,210,44,73,43,23,43,53,425000
1,2005,-73.5437259,45.5510134,4,1,71.54,6,1,7,138,194,26,189,216,34,54,40,18,43,50,239000
3,2011,-73.530569,45.6111362,6,1,95.32,9,1,4,109,54,22,133,74,21,36,12,10,7,20,268800
1,1907,-73.56709,45.511371,5,1,62.25,9,1,4,160,212,29,238,216,37,66,42,20,43,52,299000
2,2006,-73.581169,45.474261,6,2,130.62,9,1,5,129,214,27,215,216,34,64,41,18,43,43,714000
3,2005,-73.59269142,45.5324772,6,1,97.7,9,1,5,183,222,35,283,216,43,75,44,23,43,53,423000
2,2002,-73.55374319,45.55278844,6,1,95.32,9,1,7,149,196,28,215,216,36,60,41,19,43,50,289000
2,1988,-73.5630289,45.5496334,6,1,85.66,9,1,6,164,207,32,233,216,39,65,42,21,43,51,309000
1,2004,-73.5453272,45.5542614,1,1,96.71,9,1,7,138,192,25,190,216,32,54,40,18,43,50,325000
4,1947,-73.6189801,45.5002532,8,2,173.73,9,1,5,161,257,35,289,216,42,75,46,24,43,53,719000
4,2009,-73.55415153,45.44808891,4,2,95.69,9,1,4,77,172,16,130,216,23,43,27,11,43,28,455000
2,1987,-73.5405805,45.4644019,5,1,103.22,9,1,4,83,179,15,134,216,23,46,28,12,43,33,296500
2,1987,-73.5407221,45.4645412,5,1,103.22,9,1,4,83,179,15,134,216,23,46,28,12,43,33,287000
2,2006,-73.543712,45.5454466,4,1,83.61,9,1,6,139,198,27,189,216,32,57,40,18,43,51,267000
2,2000,-73.5501152,45.5110112,6,1,119.29,9,1,4,145,209,27,203,216,35,67,41,20,43,52,629000
1,2011,-73.55430558,45.56894002,3,1,58.16,9,1,6,142,190,26,196,216,33,60,39,19,43,50,230000
2,2012,-73.5086779,45.5876274,4,1,72.19,9,35,5,96,101,18,113,154,18,32,22,10,16,19,226000
2,2011,-73.5953945,45.5319527,4,1,79.6,9,1,5,180,221,35,285,216,44,73,44,23,43,53,375000
2,2002,-73.5664186,45.5459429,5,1,79.9,9,1,6,168,210,32,241,216,41,68,42,22,43,52,266900
2,2011,-73.6087407,45.53057546,4,1,83.61,9,1,5,177,221,37,294,216,43,75,44,25,43,53,359000
2,1999,-73.5647817,45.552639,5,1,99.03,9,1,7,163,207,32,232,216,39,64,42,21,43,52,325000
2,1983,-73.5658388,45.521331,5,2,129.14,9,1,4,171,211,29,243,216,38,68,42,20,43,52,375000
2,2012,-73.6069194,45.5294605,4,1,78.97,9,1,5,178,223,37,293,216,44,76,44,25,43,53,359000
2,2008,-73.5640302,45.5434663,7,1,124.49,9,1,5,167,210,32,238,216,41,68,42,22,43,51,459000
1,1987,-73.5529087,45.5243224,3,1,64.38,9,1,5,160,208,29,227,216,35,65,41,18,43,52,215000
2,1987,-73.5439104,45.4646343,7,1,127.74,9,1,4,91,182,16,140,216,24,47,30,13,43,37,434000
3,1939,-73.6186449,45.5059854,7,2,157.94,9,1,6,168,248,35,299,216,43,76,46,24,43,55,655000
3,2004,-73.6174142,45.5417387,7,1,138.89,9,1,5,176,209,37,276,210,43,71,43,25,43,52,534500
2,2006,-73.5323313,45.5874209,7,1,86.31,9,1,5,124,131,23,163,185,24,50,28,14,26,32,244000
2,2012,-73.5839291,45.4801258,7,2,107.77,9,1,5,135,214,29,226,216,36,65,41,18,43,45,619000
2,2008,-73.5346531,45.5913801,7,1,92.9,9,1,5,124,130,23,164,182,24,50,28,14,24,29,239500
2,2006,-73.5661751,45.5440925,4,1,97.18,9,1,5,169,210,32,242,216,41,68,42,22,43,52,395000
2,1986,-73.6463324,45.5619872,6,1,91.51,9,1,4,120,126,24,213,67,31,51,29,18,12,47,268500
1,2004,-73.6217969,45.5295142,4,1,91.6,9,1,5,166,214,35,279,210,44,76,43,23,43,53,275000
1,1985,-73.52433152,45.59299807,4,1,59.46,9,1,5,114,117,20,142,170,22,39,26,12,20,20,174900
2,1986,-73.5678544,45.489596,5,1,84.26,9,1,5,132,214,27,216,216,36,63,41,18,43,46,319000
1,2009,-73.6309852,45.5518062,6,1,57.41,9,1,5,162,193,34,257,198,41,70,39,24,42,51,234900
2,2002,-73.6416185,45.4165055,4,1,92.44,9,1,2,56,91,15,114,6,12,23,8,8,3,6,309000
2,2004,-73.6083851,45.4252262,5,1,85.6,9,1,3,69,147,21,128,56,19,34,16,9,23,19,269000
2,2004,-73.581169,45.474261,5,1,96.15,9,1,5,129,214,27,215,216,34,64,41,18,43,43,419000
3,1983,-73.6483927,45.5625075,7,1,123.84,9,1,3,118,123,23,205,30,28,51,28,18,6,46,369000
2,2009,-73.58928528,45.53457944,4,1,89.65,9,1,5,181,220,34,280,216,44,75,44,23,43,53,418000
3,1923,-73.6145929,45.5215275,6,1,119.75,9,1,5,171,224,36,299,216,42,76,44,23,43,53,550000
3,1989,-73.6694172,45.5214875,6,2,141.25,9,1,5,104,142,26,193,21,27,41,18,15,8,32,460000
1,2011,-73.6162059,45.549475,4,1,60,9,15,5,176,208,34,269,210,43,72,43,25,43,52,197000
1,2009,-73.5357811,45.6121897,3,1,47.19,9,1,4,112,57,23,140,79,21,36,12,10,7,20,167900
2,1989,-73.562467,45.548129,6,1,93.46,9,1,6,166,208,32,234,216,39,66,42,21,43,51,285000
1,2009,-73.6309852,45.5518062,5,1,61.5,9,1,5,162,193,34,257,198,41,70,39,24,42,51,239900
1,2000,-73.623859,45.5335658,5,1,105.07,9,1,5,168,210,36,279,210,43,72,43,23,43,53,418000
1,2006,-73.61790419,45.53268764,2,2,90.12,9,1,5,175,218,38,282,214,45,75,44,24,43,53,390000
1,2012,-73.6535064,45.4971024,3,1,59.37,9,1,5,123,198,31,234,89,35,60,25,20,28,40,218000
2,2008,-73.5640302,45.5434663,6,1,113.16,9,1,5,167,210,32,238,216,41,68,42,22,43,51,399000
1,2010,-73.5961252,45.5324948,3,1,70.61,9,1,5,183,221,35,286,216,44,73,44,23,43,53,323000
2,2009,-73.5859396,45.5726048,5,1,88.7,9,1,7,152,195,28,216,215,38,62,40,19,43,51,245000
4,1929,-73.5912724,45.5424605,7,2,116.13,9,2,5,179,217,34,270,216,44,72,44,23,43,52,159000
2,2008,-73.58008202,45.58593363,5,1,98.57,9,1,6,143,176,26,201,207,33,57,36,19,41,51,309500
1,1874,-73.5790087,45.5076971,5,1,85.47,9,9,5,155,218,29,250,216,39,66,42,20,43,53,385000
3,2004,-73.6230638,45.5348271,5,1,107.3,9,1,5,171,211,37,280,210,44,73,43,24,43,53,445000
2,2003,-73.5536176,45.5527094,4,1,96.62,9,1,7,149,196,28,214,216,36,60,41,19,43,50,299000
3,2009,-73.6518877,45.498928,6,1,100.3,9,1,6,132,203,32,242,114,35,60,27,21,31,42,334000
2,2008,-73.5338815,45.5907956,4,1,92.9,9,1,5,124,130,23,164,182,24,50,28,14,24,29,239000
2,1978,-73.5404609,45.4610184,4,2,104.79,9,1,4,76,175,14,130,216,23,46,26,10,43,28,349000
2,2008,-73.6083851,45.4252262,5,1,85.9,9,1,3,69,147,21,128,56,19,34,16,9,23,19,309000
2,2006,-73.6201673,45.5364212,3,2,107.58,9,1,5,175,210,38,280,210,44,72,43,24,43,52,499000
1,2013,-73.5576307,45.5425694,4,1,65.4,9,1,5,162,207,30,229,216,37,66,42,19,43,51,238500
2,2012,-73.5380159,45.47383579,4,2,104.05,9,1,5,87,194,18,141,216,24,52,37,11,43,38,510000
3,1924,-73.6235251,45.5409773,7,1,104.05,9,1,5,170,206,38,274,207,44,72,43,23,43,52,319000
2,2011,-73.5576171,45.5726046,5,1,83.61,9,1,6,143,186,26,199,215,32,60,36,18,43,50,435000
1,2007,-73.54956486,45.52655404,5,1,85.47,9,1,5,157,208,29,220,216,35,65,41,18,43,52,300000
1,1981,-73.6602813,45.4603086,3,1,522.3,9,1,4,84,145,23,176,27,25,39,14,16,14,26,175000
1,1992,-73.55479717,45.45946841,4,1,68.01,9,1,4,93,179,20,155,216,26,48,27,14,43,36,264000
2,2011,-73.5576171,45.5726046,5,2,83.61,9,1,6,143,186,26,199,215,32,60,36,18,43,50,425000
2,2009,-73.5491277,45.5447023,5,1,114.18,9,1,5,146,199,27,203,216,32,57,41,19,43,51,310000
3,1920,-73.5813303,45.5334206,6,1,102.19,9,1,4,180,216,34,269,216,42,74,44,22,43,53,379000
2,2004,-73.5788432,45.5613887,4,1,102.38,9,1,6,163,204,30,230,216,39,68,44,19,43,51,304900
1,2003,-73.5548461,45.4988645,3,1,87.24,9,1,4,133,207,25,201,216,34,61,41,18,43,49,449900
2,2001,-73.636351,45.5410986,5,1,85.01,9,1,5,148,197,33,256,198,39,68,40,22,42,52,335000
4,2005,-73.5623076,45.5463644,8,2,148.18,9,1,6,166,210,32,235,216,40,68,42,21,43,51,454000
2,2011,-73.6738786,45.5062795,6,1,80.36,9,1,5,93,143,23,179,18,29,40,18,14,7,30,264000
2,2009,-73.5861152,45.5727751,5,1,98.11,9,2,7,151,195,28,216,215,38,62,40,19,43,51,260000
2,1999,-73.58406544,45.52299171,7,2,99.96,9,1,5,178,217,33,270,216,43,75,44,23,43,53,469000
2,2004,-73.5774325,45.5455423,5,1,88.26,9,1,5,178,212,33,251,216,42,71,44,23,43,52,355000
2,2009,-73.65242958,45.49848138,5,1,78.4,9,1,6,130,201,31,237,107,35,60,26,21,29,41,268000
2,2002,-73.5665156,45.5457713,5,1,103.96,9,1,6,169,210,32,241,216,41,68,42,22,43,52,439900
2,2007,-73.5661751,45.5440925,4,1,106.37,9,1,5,169,210,32,242,216,41,68,42,22,43,52,394900
2,2004,-73.5465277,45.5421387,6,1,138.33,9,1,5,143,198,26,198,216,32,57,40,18,43,51,439000
3,2003,-73.623318,45.534412,5,1,107.3,9,1,5,170,211,37,279,210,44,73,43,24,43,53,399000
2,1987,-73.5539859,45.5742739,5,1,116.13,9,1,6,143,185,27,192,215,32,58,35,18,43,50,346900
1,2006,-73.5871439,45.4394844,3,1,74.32,9,1,4,87,198,22,157,187,23,46,29,15,38,31,237000
2,2011,-73.55517093,45.57039655,3,1,64.66,9,1,6,142,187,26,197,216,33,60,37,19,43,50,275000
2,2009,-73.53079281,45.58622631,5,1,83.61,9,1,5,120,130,22,157,186,23,49,28,14,26,31,234500
2,2009,-73.5861152,45.5727751,4,1,96.25,9,1,7,151,195,28,216,215,38,62,40,19,43,51,250000
4,1930,-73.6170533,45.5071951,7,1,144.93,9,1,6,169,248,36,300,216,44,76,46,24,43,55,579000
2,2008,-73.6119525,45.4698671,4,1,77.39,9,1,5,127,243,32,233,214,34,61,34,18,43,39,269900
3,2005,-73.5881856,45.5348311,8,1,125.51,9,1,5,181,220,34,281,216,44,75,44,23,43,53,539000
4,1928,-73.6241912,45.540345,8,1,139.35,9,1,5,169,205,38,275,207,44,72,43,23,43,52,519000
1,2010,-73.680553,45.4974951,4,1,83.61,9,1,5,81,128,24,158,6,24,38,13,13,2,30,239900
3,1929,-73.5778111,45.5376875,9,2,128.21,9,1,4,181,215,33,268,216,42,73,44,22,43,53,495900
2,2005,-73.547275,45.469211,4,1,138.43,9,2,5,101,199,19,160,216,27,55,38,15,43,39,699000
2,2009,-73.5278081,45.5698693,4,1,62.8,9,1,5,120,156,21,152,210,27,47,29,14,39,42,209900
2,1989,-73.5617502,45.547737,4,1,103.31,9,1,6,165,208,32,235,216,39,66,42,21,43,51,314900
3,2007,-73.6115315,45.423706,6,2,102.19,9,1,3,66,137,20,128,42,18,30,12,9,23,14,369000
3,2005,-73.6166513,45.5427313,6,1,104.05,9,1,5,177,209,37,272,210,43,71,43,25,43,52,369000
2,1953,-73.5855077,45.5611369,6,1,85.84,9,1,6,166,206,31,236,216,40,68,44,20,43,51,199000
2,2006,-73.632421,45.5530644,5,1,83.15,9,1,5,162,192,34,256,194,41,70,39,23,42,51,319000
2,2010,-73.6181207,45.5329248,4,1,78.97,9,1,5,175,218,38,282,214,45,75,44,24,43,53,349900
1,2007,-73.56110923,45.49564191,3,1,73.86,9,1,5,137,212,26,208,216,34,62,41,17,43,49,269000
2,2001,-73.6421432,45.5451772,4,1,79.71,9,1,4,144,176,31,249,172,36,62,35,20,38,50,279000
2,1997,-73.5790726,45.5265269,6,1,111.11,9,1,4,176,214,33,263,216,41,73,43,22,43,53,479000
1,2007,-73.5852885,45.4815435,4,1,62.34,6,1,5,135,215,30,228,216,36,65,41,18,43,45,284000
4,1920,-73.62047911,45.48632752,14,2,214.79,9,1,5,146,249,33,262,211,39,66,37,22,43,44,779000
2,1957,-73.6128067,45.4926725,4,1,78.97,9,1,5,158,258,34,282,216,39,73,45,23,43,51,249000
3,1992,-73.5779031,45.4597133,7,1,94.3,9,1,4,113,203,25,190,216,31,56,33,17,43,39,379000
3,1900,-73.58346462,45.53241708,6,1,88.26,9,1,4,179,217,34,272,216,43,74,44,22,43,53,369000
2,1983,-73.58187675,45.48744825,5,1,82.68,9,1,5,135,216,28,232,216,37,63,42,18,43,46,315000
2,2011,-73.5954273,45.5317782,5,2,99.5,9,1,5,180,221,35,286,216,44,73,44,23,43,53,489000
2,2001,-73.57960224,45.56090905,5,1,88.3,9,1,6,164,205,30,230,216,40,68,44,20,43,51,325000
2,1997,-73.582622,45.4793349,6,1,78.97,9,1,5,133,214,28,224,216,36,64,41,18,43,44,265900
2,1985,-73.5685093,45.4924459,4,1,92.9,9,1,5,140,213,27,221,216,37,63,41,19,43,50,295000
2,1997,-73.5864687,45.5241493,5,1,102.19,9,1,5,177,220,33,271,216,43,73,44,23,43,53,465000
2,2005,-73.5927606,45.5323349,8,1,112.76,9,1,5,182,222,35,283,216,43,75,44,23,43,53,469000
2,2011,-73.5576095,45.5726156,5,1,81.01,9,1,6,143,186,26,199,215,32,60,36,18,43,50,349900
2,2004,-73.57702732,45.54543261,4,1,81.6,9,1,5,178,212,33,252,216,42,71,44,23,43,52,264500
1,2004,-73.627254,45.5013358,4,1,95.23,9,1,5,157,251,36,286,210,41,73,45,23,43,52,335900
2,1984,-73.5516466,45.5742918,6,1,88.07,9,1,6,143,184,28,191,215,32,58,35,18,43,50,269900
4,1912,-73.5926128,45.4605355,8,1,144,9,1,4,113,219,28,198,216,30,56,33,18,43,39,389000
2,1984,-73.6329226,45.5547304,5,1,88.07,9,1,5,163,187,33,253,193,40,70,38,23,42,50,314900
2,2009,-73.53505611,45.59120899,5,1,89.19,9,1,5,124,130,23,164,182,24,50,28,14,24,29,240000
4,1959,-73.6299014,45.4615106,10,2,231,9,2,5,112,219,28,210,149,30,56,29,17,36,37,389000
3,1931,-73.6320878,45.4766365,7,1,100.34,9,1,5,131,228,33,240,181,35,62,32,21,40,41,539000
3,1923,-73.6290556,45.4768568,6,1,125.42,9,1,5,133,227,32,242,191,35,63,32,21,40,41,459000
3,2006,-73.5663043,45.5441175,6,1,138.89,9,1,5,170,210,32,242,216,41,68,42,22,43,52,434500
1,2005,-73.5899625,45.5218606,2,1,51.1,6,1,5,174,220,33,277,216,43,73,44,23,43,53,259000
2,2006,-73.57563257,45.4636373,4,1,95.13,9,1,4,114,192,24,192,216,31,57,32,17,43,40,275000
4,1987,-73.54196548,45.46521749,8,2,152.55,9,1,4,88,181,16,139,216,23,47,29,13,43,36,515000
2,2006,-73.549177,45.449808,6,2,136.57,9,2,4,77,171,15,128,216,22,42,27,11,43,26,715000
2,2000,-73.5495468,45.5565162,5,1,120,9,1,7,146,194,27,202,216,34,60,41,18,43,50,299000
2,1850,-73.55644405,45.50124121,8,1,130.81,9,1,4,136,210,25,208,216,34,62,41,18,43,52,599900
1,2004,-73.54707648,45.4677537,3,1,69.49,9,1,5,99,197,18,157,216,25,55,38,14,43,39,277000
4,2001,-73.6421808,45.5451439,4,1,97.64,9,1,4,144,176,31,249,172,36,62,35,20,38,50,289900
2,1988,-73.549804,45.4628159,5,1,86.59,9,1,4,93,182,18,153,216,24,48,29,14,43,37,279000
3,1928,-73.61831188,45.51963909,8,2,99.13,9,1,5,168,228,36,294,215,44,75,44,23,43,53,490000
2,2000,-73.6238602,45.5335632,4,1,106.84,9,1,5,168,210,36,279,210,43,72,43,23,43,53,409900
2,2006,-73.6068678,45.5368401,5,1,78.72,9,1,5,180,219,37,282,216,43,73,44,25,43,53,319000
1,2010,-73.5499842,45.5160251,3,1,58.06,9,1,4,157,207,27,217,216,34,66,41,18,43,52,259900
1,2008,-73.56074095,45.4963757,3,1,48.31,9,1,5,137,211,26,209,216,34,61,41,18,43,49,280000
1,1995,-73.58784199,45.52457023,3,1,61.78,9,1,5,177,219,33,272,216,43,73,44,23,43,53,334000
2,2008,-73.5436462,45.5469674,5,2,92.9,9,1,7,139,196,26,191,216,32,56,40,19,43,50,355000
2,2009,-73.5316158,45.5865943,5,1,83.61,9,1,5,122,131,23,161,186,24,49,28,14,26,33,244000
4,2000,-73.6230222,45.5190166,8,2,167.23,9,1,5,165,222,36,291,210,43,77,43,23,43,53,499000
2,2005,-73.6252456,45.5177179,6,1,76.18,9,1,5,164,221,35,292,210,42,75,43,23,43,53,335000
1,1998,-73.61140251,45.44333551,3,1,78.5,9,1,5,90,199,23,164,145,25,49,28,14,36,34,229900
3,1990,-73.561692,45.5486303,6,1,98.9,9,1,6,165,208,32,232,216,39,65,42,21,43,51,275000
3,1928,-73.6280811,45.4755825,8,1,135.64,9,1,5,130,227,32,240,191,35,62,32,20,40,41,519000
2,2005,-73.5346784,45.5883258,7,1,84,9,1,5,125,134,23,165,185,24,51,28,14,26,32,255900
2,1997,-73.6117753,45.4432952,5,1,97.5,9,1,5,90,202,23,164,142,25,50,28,14,36,34,329000
1,2007,-73.54943275,45.52667486,5,1,98.48,1,1,5,156,208,29,221,216,35,65,41,18,43,52,349900
2,2008,-73.533818,45.5908754,5,1,79.9,9,1,5,124,130,23,163,182,24,50,28,14,24,29,199900
2,2002,-73.548556,45.450923,4,2,100.34,9,1,4,77,173,15,131,216,22,43,27,11,43,26,385000
1,2002,-73.5667165,45.5454307,3,1,102.36,9,1,6,169,210,32,242,216,41,68,42,22,43,52,271500
1,1983,-73.63255978,45.55444853,4,1,83.61,9,1,5,163,190,33,254,193,41,70,39,24,42,50,309000
2,2007,-73.52459,45.5932718,5,1,104.33,9,1,5,115,117,20,142,170,22,39,26,12,20,20,259000
2,1984,-73.553209,45.574702,5,1,88.1,9,1,6,143,185,29,191,215,32,58,35,18,43,50,249500
1,2002,-73.6092643,45.4453748,4,1,79.9,9,1,5,94,202,23,169,160,25,49,29,16,36,36,218900
3,1957,-73.61295,45.5166789,9,2,126.53,9,1,5,169,232,34,294,216,44,77,44,23,43,53,639000
2,2007,-73.56586933,45.5433888,5,1,100.52,9,1,5,169,210,32,243,216,41,68,42,22,43,52,405000
1,2011,-73.562056,45.4967098,3,1,53.33,9,1,5,138,212,27,212,216,35,62,41,18,43,49,275000
1,2004,-73.5843894,45.5184828,4,1,102.19,9,4,5,172,214,32,267,216,43,72,43,23,43,53,465000
2,2004,-73.57615829,45.57817002,5,1,106.84,9,1,7,148,189,28,209,215,36,61,38,19,43,51,324000
2,2006,-73.5350225,45.5883804,6,1,88.26,9,1,5,126,134,23,165,185,24,51,28,14,26,33,255900
3,2004,-73.6217969,45.5295142,7,1,116.04,9,1,5,166,214,35,279,210,44,76,43,23,43,53,369000
3,1988,-73.54770541,45.45204228,6,2,150.5,9,2,4,77,173,15,132,216,22,43,27,11,43,26,789000
2,2001,-73.55853081,45.51052736,5,2,90.1,9,2,4,157,210,29,226,216,35,67,41,20,43,52,385000
2,1987,-73.5784945,45.483414,5,1,102.19,9,1,5,133,212,27,226,216,36,62,41,18,43,44,374000
1,2007,-73.6151342,45.5416239,3,1,72.46,9,1,5,178,214,37,276,214,43,71,44,25,43,52,260000
1,2006,-73.56600344,45.49505773,3,1,60.39,9,1,5,140,213,27,217,216,37,62,41,18,43,49,280000
